consent1_next.keys,consent1_next.rt,consent1_next_2.keys,consent1_next_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_16.keys,key_resp_16.rt,key_resp_25.keys,key_resp_25.rt,key_resp_26.keys,key_resp_26.rt,key_resp_27.keys,key_resp_27.rt,key_resp_28.keys,key_resp_28.rt,key_resp_29.keys,key_resp_29.rt,key_resp_30.keys,key_resp_30.rt,key_resp_31.keys,key_resp_31.rt,key_resp_32.keys,key_resp_32.rt,key_resp_33.keys,key_resp_33.rt,key_resp_34.keys,key_resp_34.rt,key_resp_35.keys,key_resp_35.rt,key_resp_10.keys,key_resp_10.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,trials,image_prac1,image_prac2,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,practice_answer.keys,practice_answer.corr,practice_answer.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,key_resp_23.keys,key_resp_23.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,instructions_get_right.thisRepN,instructions_get_right.thisTrialN,instructions_get_right.thisN,instructions_get_right.thisIndex,instructions_get_right.ran,key_resp.keys,key_resp.corr,key_resp.rt,incorrect_loop.thisRepN,incorrect_loop.thisTrialN,incorrect_loop.thisN,incorrect_loop.thisIndex,incorrect_loop.ran,learn_1.thisRepN,learn_1.thisTrialN,learn_1.thisN,learn_1.thisIndex,learn_1.ran,image1,action1,image2,corr_ans,answer_quiz1.keys,answer_quiz1.corr,answer_quiz1.rt,quiz_loop1.thisRepN,quiz_loop1.thisTrialN,quiz_loop1.thisN,quiz_loop1.thisIndex,quiz_loop1.ran,question,ans1,ans2,ans3,ans4,incorrect_loop2.thisRepN,incorrect_loop2.thisTrialN,incorrect_loop2.thisN,incorrect_loop2.thisIndex,incorrect_loop2.ran,learn_1_2.thisRepN,learn_1_2.thisTrialN,learn_1_2.thisN,learn_1_2.thisIndex,learn_1_2.ran,answer_quiz1_2.keys,answer_quiz1_2.corr,answer_quiz1_2.rt,quizloop2.thisRepN,quizloop2.thisTrialN,quizloop2.thisN,quizloop2.thisIndex,quizloop2.ran,key_resp_40.keys,key_resp_40.rt,answer_quiz1_3.keys,answer_quiz1_3.corr,answer_quiz1_5.keys,answer_quiz1_5.corr,answer_quiz1_5.rt,planning_during_training.thisRepN,planning_during_training.thisTrialN,planning_during_training.thisN,planning_during_training.thisIndex,planning_during_training.ran,correct_answer1,correct_answer2,answer_quiz1_3.rt,score_planning_training,learning_phase.thisRepN,learning_phase.thisTrialN,learning_phase.thisN,learning_phase.thisIndex,learning_phase.ran,plan2_response_2.keys,key_resp_21.keys,key_resp_21.rt,key_resp_22.keys,key_resp_22.rt,key_resp_24.keys,key_resp_24.rt,instructions_planning_get_right.thisRepN,instructions_planning_get_right.thisTrialN,instructions_planning_get_right.thisN,instructions_planning_get_right.thisIndex,instructions_planning_get_right.ran,plan2_response_3.keys,plan2_response_3.rt,plan2_response_6.keys,plan2_response_6.rt,plan2_response_5.keys,plan2_response_5.rt,key_resp_6.keys,key_resp_6.rt,plan1_response.keys,plan1_response.rt,image_arrived,plan2_response.keys,plan2_response.rt,image_arrived2,plan3_response.keys,plan3_response.rt,image_arrived3,planning_loop.thisRepN,planning_loop.thisTrialN,planning_loop.thisN,planning_loop.thisIndex,planning_loop.ran,r1,r2,w1,w2,r3,r4,w3,w4,r5,w5,remember_planning_paths.thisRepN,remember_planning_paths.thisTrialN,remember_planning_paths.thisN,remember_planning_paths.thisIndex,remember_planning_paths.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,left,1,2.8815,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/bowtie.png,Press left,images/knight.png,left,,,,,,,,,,,,,,,,,,,2,6,26,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,right,1,4.9373,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/backpack.png,Press right,images/zebra.png,right,,,,,,,,,,,,,,,,,,,2,7,27,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,right,1,4.9426,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/car.png,Press right,images/lamp.png,right,,,,,,,,,,,,,,,,,,,2,8,28,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,right,1,5.5881,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/bowtie.png,Press right,images/lamp.png,right,,,,,,,,,,,,,,,,,,,2,9,29,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,left,1,2.9325,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/baby.png,Press left,images/backpack.png,left,,,,,,,,,,,,,,,,,,,3,0,30,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,left,1,3.8237,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/backpack.png,Press left,images/lamp.png,left,,,,,,,,,,,,,,,,,,,3,1,31,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,right,1,2.8651,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/toothbrush.png,Press right,images/backpack.png,right,,,,,,,,,,,,,,,,,,,3,2,32,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,right,1,2.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/car.png,Press right,images/lamp.png,right,,,,,,,,,,,,,,,,,,,3,3,33,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,right,1,2.2955,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/baby.png,Press right,images/bowtie.png,right,,,,,,,,,,,,,,,,,,,3,4,34,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,left,1,2.2186,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/toothbrush.png,Press left,images/car.png,left,,,,,,,,,,,,,,,,,,,3,5,35,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,left,1,2.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/bowtie.png,Press left,images/knight.png,left,,,,,,,,,,,,,,,,,,,3,6,36,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,left,1,2.4124,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/car.png,Press left,images/cat.png,left,,,,,,,,,,,,,,,,,,,3,7,37,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,right,1,4.4326,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/bowtie.png,Press right,images/lamp.png,right,,,,,,,,,,,,,,,,,,,3,8,38,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,right,1,6.3435,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/backpack.png,Press right,images/zebra.png,right,,,,,,,,,,,,,,,,,,,3,9,39,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/bowtie.png,,,3,,,,,,,,,Where do you go when you press right?,images/hammer.png,images/backpack.png,images/lamp.png,images/toothbrush.png,,,,,,,,,,,3,1,9.2663,0,0,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/car.png,,,3,,,,,,,,,Where do you go when you press right?,images/cat.png,images/hammer.png,images/lamp.png,images/backpack.png,,,,,,,,,,,3,1,3.3302,0,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/car.png,,,4,,,,,,,,,Where do you go when you press left?,images/zebra.png,images/backpack.png,images/hourglass.png,images/cat.png,,,,,,,,,,,4,1,4.3312,0,2,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/backpack.png,,,1,,,,,,,,,Where do you go when you press left?,images/lamp.png,images/backpack.png,images/zebra.png,images/toothbrush.png,,,,,,,,,,,1,1,7.0215,0,3,3,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/toothbrush.png,,,2,,,,,,,,,Where do you go when you press left?,images/lamp.png,images/car.png,images/hammer.png,images/bowtie.png,,,,,,,,,,,2,1,4.0678,0,4,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/bowtie.png,,,2,,,,,,,,,Where do you go when you press left?,images/lamp.png,images/knight.png,images/cat.png,images/car.png,,,,,,,,,,,2,1,4.4675,0,5,5,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/backpack.png,,,4,,,,,,,,,Where do you go when you press right?,images/toothbrush.png,images/cat.png,images/lamp.png,images/zebra.png,,,,,,,,,,,4,1,4.1166,0,6,6,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/baby.png,,,1,,,,,,,,,Where do you go when you press left?,images/backpack.png,images/hammer.png,images/lamp.png,images/zebra.png,,,,,,,,,,,1,1,3.1327,0,7,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bff1d05b5b8b600018d9300,001,2023-05-29_10h28.13.891,thisExp,2021.1.3,Win32,59.52026665,5bff1d05b5b8b600018d9300,64746d898a99264f8e8da93f,64747006b3ac1cece37cca5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/toothbrush.png,,,2,,,,,,,,,Where do you go when you press right?,images/bowtie.png,images/backpack.png,images/toothbrush.png,images/lamp.png,,,,,,,,,,,2,1,2.9219,0,8,8,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
